top,bookname,click,info,label,type
37,八部传奇,155239,"落魄少年阳义、宇文修，无意卷入江湖是非，结识了惨遭灭门的罗修绝，从此三兄弟开始了逃亡之路······不想此时天下大乱，群魔并起，天帝闭关，神帝重伤不醒，鬼部分裂；四海龙族虎势眈眈。一时间风起云涌····
八部传奇是作者""小虫世界""倾力创作的玄幻小说,在恒言中文网首发,提供最新章节无弹窗广告阅读,请支持原创正版。
粤ICP备20022615号-1
桂B2-20130025
提供都市小说、言情小说等好看的小说在线阅读，最新小说免费下载
Copyright©2014 www.hengyan.com All Rights Reserved
",暂无,玄幻
38,逆世无名,152212,"情定几生缘，缠 绵亘古年。血影出，血杀现。血泪飞于面，血战非我愿。梦中泪，随我醉，兄弟来世再相会。埋骨他乡谁与度，异首何方尘归处！待到心感彷徨时，逆世不过一念间！！
逆世无名是作者""无世尘名""倾力创作的玄幻小说,在恒言中文网首发,提供最新章节无弹窗广告阅读,请支持原创正版。
粤ICP备20022615号-1
桂B2-20130025
提供都市小说、言情小说等好看的小说在线阅读，最新小说免费下载
Copyright©2014 www.hengyan.com All Rights Reserved
","重生,热血,逆世     杀神",玄幻
39,弑神,146526,"许你前世今生，静待弑神闻世！
寻觅踏破星辰，仇恨怒焚神界！
灾星宇宙大战，无敌掌控世界！
前世你开我心门，今生我入你世界。如今弑神门已立，只待惊天闻世界。神已堕落摄灵魂，为爱踏破全宇宙。神魔之战弑神入，怒火冲天焚神界。灾星灾将灾兵现，宇宙重燃战火时。弑神之威镇天下，灭天征战控世界！
弑神是作者""弑神""倾力创作的玄幻小说,在恒言中文网首发,提供最新章节无弹窗广告阅读,请支持原创正版。
粤ICP备20022615号-1
桂B2-20130025
提供都市小说、言情小说等好看的小说在线阅读，最新小说免费下载
Copyright©2014 www.hengyan.com All Rights Reserved
","重生,争霸,奇遇,战争,神兽,爱情",玄幻
40,剑破苍穹,123707,"一剑在手，天下任走！剑在心间，笑傲苍穹……剑之极，逆天杀神！
剑破苍穹是作者""风锋哥""倾力创作的玄幻小说,在恒言中文网首发,提供最新章节无弹窗广告阅读,请支持原创正版。
粤ICP备20022615号-1
桂B2-20130025
提供都市小说、言情小说等好看的小说在线阅读，最新小说免费下载
Copyright©2014 www.hengyan.com All Rights Reserved
","争霸,张扬,铁血,热血",玄幻
41,傲世缥缈,120141,"血雨腥风，扬眉淡笑，指问苍穹，谁尚敢与我一战否？
雄鹰下山，猛虎冲天，看我傲世缥缈？

傲世缥缈是作者""潇潇林瑄""倾力创作的玄幻小说,在恒言中文网首发,提供最新章节无弹窗广告阅读,请支持原创正版。
粤ICP备20022615号-1
桂B2-20130025
提供都市小说、言情小说等好看的小说在线阅读，最新小说免费下载
Copyright©2014 www.hengyan.com All Rights Reserved
","重生,暧昧,扮猪吃老虎,废材,穿越",玄幻
42,万界魔神,116495,"论潜力，不算天才，可玄功魔技，皆可无师自通。
论实力，任凭你有万千至宝，但定不敌我魔灵大军。
我是谁？天下众生视我为魔神，却不知，我已成万界魔神。

万界魔神是作者""楚轩翼""倾力创作的玄幻小说,在恒言中文网首发,提供最新章节无弹窗广告阅读,请支持原创正版。
粤ICP备20022615号-1
桂B2-20130025
提供都市小说、言情小说等好看的小说在线阅读，最新小说免费下载
Copyright©2014 www.hengyan.com All Rights Reserved
","热血,奇遇,血族,青春,争霸",玄幻
43,异界尸皇,114540,"他本是茅山道士，却一不小心被厕所冲走，
莫名奇妙地被卷入了黑暗与光明的斗争中，
一位来自茅山的菜鸟术士，携着《茅山道术》来到一个陌生的大陆，
到底他会在这片不怎么安宁的大陆掀起一阵多大的浪潮？
到底他应该如何在这片毫不熟悉的大陆里争霸，登顶？
一切请期待，全新打造的《异界尸皇》！
异界尸皇是作者""众生无为""倾力创作的玄幻小说,在恒言中文网首发,提供最新章节无弹窗广告阅读,请支持原创正版。
粤ICP备20022615号-1
桂B2-20130025
提供都市小说、言情小说等好看的小说在线阅读，最新小说免费下载
Copyright©2014 www.hengyan.com All Rights Reserved
","热血,奇遇,张扬,阵法,激情,爽文",玄幻
44,无上剑道,109248,"真元大陆，宗门林立，强者无数。前世是武道宗师的莫凡穿越到真元大陆，附身在一名落魄氏族少年身上。
修剑道，炼符阵，震苍穹，踏九霄；披荆斩棘，狂风当歌，从此开始一段逆天的修炼狂途。
无上剑道是作者""汉默""倾力创作的玄幻小说,在恒言中文网首发,提供最新章节无弹窗广告阅读,请支持原创正版。
粤ICP备20022615号-1
桂B2-20130025
提供都市小说、言情小说等好看的小说在线阅读，最新小说免费下载
Copyright©2014 www.hengyan.com All Rights Reserved
","爽文,传统,废材",玄幻
45,劲爆雷神,108214,"一把长戟创造一个绝世神话。
他本身一个懵懂的少年，本应该走生老病死的老路，可是不曾想，因为一个人，将他带离了原来的道路……
绝代战神，一手握戟，一手揽美人，美人如玉，柔情绵绵，而杀机依然隐藏在其中，最可怕的对手永远是身边的人，最可靠朋友，往往是你最熟悉的敌人。

劲爆雷神是作者""龙不相""倾力创作的玄幻小说,在恒言中文网首发,提供最新章节无弹窗广告阅读,请支持原创正版。
粤ICP备20022615号-1
桂B2-20130025
提供都市小说、言情小说等好看的小说在线阅读，最新小说免费下载
Copyright©2014 www.hengyan.com All Rights Reserved
",暂无,玄幻
46,五界至尊,100635,"一个牛腩村的小牛娃儿于小鱼，因捡来一条粉红色的肚兜惹来一身麻烦，却也艳福不断。
修炼之途百般聊奈，怎能没有马女作伴？
看乡间小子勇闯修炼世界，势要尝遍世间美人，小牛娃儿于小鱼能否如愿以偿？
五界至尊是作者""翔子OL""倾力创作的玄幻小说,在恒言中文网首发,提供最新章节无弹窗广告阅读,请支持原创正版。
粤ICP备20022615号-1
桂B2-20130025
提供都市小说、言情小说等好看的小说在线阅读，最新小说免费下载
Copyright©2014 www.hengyan.com All Rights Reserved
",暂无,玄幻
47,狂道仙尊,96643,"一个从十万大山出来的少年无意得到上古遗留的悲禅舍利子，从此被卷进一段上古恩怨， 本文乃一部霸气的爽文。修行等级：练气期、引气期、聚气期、丹元期、元婴期、大成期，每个等级又分为前、中、后。
法宝等级：灵器、法器、道器和神器，每个等级中又分为下、中、上、三个级别，
元脉等级：低等元脉、中等元脉、上等元脉、精品元脉、极品元脉和神品元脉
狂道仙尊是作者""易水""倾力创作的玄幻小说,在恒言中文网首发,提供最新章节无弹窗广告阅读,请支持原创正版。
粤ICP备20022615号-1
桂B2-20130025
提供都市小说、言情小说等好看的小说在线阅读，最新小说免费下载
Copyright©2014 www.hengyan.com All Rights Reserved
",暂无,玄幻
48,万兽独尊,92241,"少年梦回穿越，降临异世，附身在一个偏远部落兽人身上，身具兽皇血脉，掌控万古时空，踏上大陆争锋，与诸天骄子争锋，与神话时代碰撞，在光怪陆离的大千世界中，逆流而上。
万兽独尊是作者""金鱼城""倾力创作的玄幻小说,在恒言中文网首发,提供最新章节无弹窗广告阅读,请支持原创正版。
粤ICP备20022615号-1
桂B2-20130025
提供都市小说、言情小说等好看的小说在线阅读，最新小说免费下载
Copyright©2014 www.hengyan.com All Rights Reserved
","扮猪吃老虎,复仇,YY,重生",玄幻
49,九妖,87090,"九妖攒翅，积风至上，扶风万里，荒觉天宇！
莫名其妙的穿越，来到一个神奇的世界，本以为仅仅只是能像游侠儿一般肆意逍遥，却不想这个世界却能纵横天宇，修那长生之道，作为一个穿越者，自己不说站在这个世界巅峰，但也丢不起那做拖穿越者后腿的事不是？
新书需要大家的支持，鲜花，收藏，以及各种票票   栏六在此拜谢了！
书已上架，求订阅！
工程终于完工，明天回复...
九妖是作者""栏六""倾力创作的玄幻小说,在恒言中文网首发,提供最新章节无弹窗广告阅读,请支持原创正版。
粤ICP备20022615号-1
桂B2-20130025
提供都市小说、言情小说等好看的小说在线阅读，最新小说免费下载
Copyright©2014 www.hengyan.com All Rights Reserved
","重生,争霸,张扬,护短",玄幻
50,最强武神,86894,"神武大陆，浩瀚无边；武道九重天，横挂天地间。
曾经的废柴少年坚信，只要他狠命努力，他就是最强的！奇遇绝世武帝古飞扬，获得惊世传承，从此踏上一条逆天之路，凌天下，战苍穹，杀上九重万界，成就最强武神！

最强武神是作者""蚕茧里的蜗牛""倾力创作的玄幻小说,在恒言中文网首发,提供最新章节无弹窗广告阅读,请支持原创正版。
粤ICP备20022615号-1
桂B2-20130025
提供都市小说、言情小说等好看的小说在线阅读，最新小说免费下载
Copyright©2014 www.hengyan.com All Rights Reserved
",热血,玄幻
51,戴着异戒混异界,84648,"别人练气，我练肉。
别人练毒，我练骨。
别人练魔，我练血。
别人修炼靠奋斗，我来修炼靠挨揍。
且看浑浑噩噩的主角偶获异戒奇葩修炼逆袭异界大陆！
戴着异戒混异界是作者""墨蛟化龙""倾力创作的玄幻小说,在恒言中文网首发,提供最新章节无弹窗广告阅读,请支持原创正版。
粤ICP备20022615号-1
桂B2-20130025
提供都市小说、言情小说等好看的小说在线阅读，最新小说免费下载
Copyright©2014 www.hengyan.com All Rights Reserved
",暂无,玄幻
52,武斗乾坤,83126,"他曾是众星捧月的修炼天才，成人之际，遭人暗算，修为尽失，沦为废物。
从一颗闪耀的明星，坠为平凡的顽石，他该何去何从……
玄气大陆，宗门林立，世家遍地，一个小镇的普通公子哥，该怎样冲出重围，打出一片属于自己的天地。
（陈枫：“既然天赋平平，那就用生命为自己铺路！”）
武斗乾坤是作者""炫殇""倾力创作的玄幻小说,在恒言中文网首发,提供最新章节无弹窗广告阅读,请支持原创正版。
粤ICP备20022615号-1
桂B2-20130025
提供都市小说、言情小说等好看的小说在线阅读，最新小说免费下载
Copyright©2014 www.hengyan.com All Rights Reserved
","扮猪吃老虎,世家,奇遇",玄幻
53,僵尸魔帝,75773,"全身由僵硬到异化，最后变成了僵尸。掌控至尊法则，逐步的堪破宇宙的奥密，同时也揽收各色美女……
僵尸魔帝是作者""了尘道人""倾力创作的玄幻小说,在恒言中文网首发,提供最新章节无弹窗广告阅读,请支持原创正版。
粤ICP备20022615号-1
桂B2-20130025
提供都市小说、言情小说等好看的小说在线阅读，最新小说免费下载
Copyright©2014 www.hengyan.com All Rights Reserved
",暂无,玄幻
54,最强符皇,67538,"本以为这辈子就要卖符为生、低调结束，偏偏遇到两个强大的符师对战；本以为符师只是传说中的存在，偏偏此刻一次性两个出现在自己面前；本以为符师大战只能敬而远之，偏偏其中一个要对自己委以重任。
卧金龙消失数百载，而今重现人间，是否表示命运的转折点已到，此生注定不平凡？
最强符皇是作者""大脚丫""倾力创作的玄幻小说,在恒言中文网首发,提供最新章节无弹窗广告阅读,请支持原创正版。
粤ICP备20022615号-1
桂B2-20130025
提供都市小说、言情小说等好看的小说在线阅读，最新小说免费下载
Copyright©2014 www.hengyan.com All Rights Reserved
",暂无,玄幻
55,最强战神,65962,"一拳轰，天地崩。
我有双臂可只手擎天；我有双腿可瞬息万里；我有双眼可上视天地，下透黄泉。
我有神鼻可吐呐天地之气；我有双耳可聆听三界之音。
我有神语可破除一切虚妄；我有神躯可破三灾五难。
世间最强，便是我的身体，要做便做那最强战神！
最强战神是作者""潮流冬瓜""倾力创作的玄幻小说,在恒言中文网首发,提供最新章节无弹窗广告阅读,请支持原创正版。
粤ICP备20022615号-1
桂B2-20130025
提供都市小说、言情小说等好看的小说在线阅读，最新小说免费下载
Copyright©2014 www.hengyan.com All Rights Reserved
","重生,世家,纨绔,争霸,穿越",玄幻
56,武逆天尊,64555,"少年欧阳云饱受种种磨难，开启了神兽之体，为兄弟逆天反神，以一己之力打破天道，创建信的世界，以武弑神，以战成尊。.
武逆天尊是作者""神风小少爷""倾力创作的玄幻小说,在恒言中文网首发,提供最新章节无弹窗广告阅读,请支持原创正版。
粤ICP备20022615号-1
桂B2-20130025
提供都市小说、言情小说等好看的小说在线阅读，最新小说免费下载
Copyright©2014 www.hengyan.com All Rights Reserved
","热血,奇遇,扮猪吃老虎,神兽,爽文",玄幻
57,九阳真君,62779,"轩辕家捡来的一个孩子，因偷学轩辕家无上秘籍《五绝天心录》，被长老阁追杀，跳海明志，灵魂穿越，双生玄魂，其一玄魂有双重性格，还可以自生合适的玄骨，带着记忆来到这里，会怎么样？
九阳真君是作者""邪""倾力创作的玄幻小说,在恒言中文网首发,提供最新章节无弹窗广告阅读,请支持原创正版。
粤ICP备20022615号-1
桂B2-20130025
提供都市小说、言情小说等好看的小说在线阅读，最新小说免费下载
Copyright©2014 www.hengyan.com All Rights Reserved
","重生,热血",玄幻
58,射破苍穹,62706,"蛮荒世界古往今来的第一个圣域弓箭手云星河，来到了四千年后的世界……
这是一个武者横行，群魔并立的大争之世。
一个人，一张弓，杀出一片天。
拜兄弟，抱美人，满腔霸王血。
最终神功，乃万物为弓，天地做箭，射破那阻挡我脚步的万千苍穹！
射破苍穹是作者""神秘人""倾力创作的玄幻小说,在恒言中文网首发,提供最新章节无弹窗广告阅读,请支持原创正版。
粤ICP备20022615号-1
桂B2-20130025
提供都市小说、言情小说等好看的小说在线阅读，最新小说免费下载
Copyright©2014 www.hengyan.com All Rights Reserved
",暂无,玄幻
59,至高神座,55888,"这是一个位面无数神灵众多的世界，这是一个充满着剑与魔法的世界，这也是一个充满着无数神奇的世界，在这里没有做不到只有想不到。
14岁的雷蒙无意间捡到了一枚神奇的戒指从此他的命运发生了翻天覆地的变化，他是否能够登上那至高神座。
惊险的魔兽森林之旅，圣神学院的故事，恶魔入侵，发展信仰强力成神，精彩的故事尽在至高神座。
书友群236128269有兴趣的可以加一...
至高神座是作者""大神就是我""倾力创作的玄幻小说,在恒言中文网首发,提供最新章节无弹窗广告阅读,请支持原创正版。
粤ICP备20022615号-1
桂B2-20130025
提供都市小说、言情小说等好看的小说在线阅读，最新小说免费下载
Copyright©2014 www.hengyan.com All Rights Reserved
","热血,奇遇,斗气,魔法,亡灵骷髅,神格,斗气,魔法,修炼,美女",玄幻
60,龙脉武神,51285,"荒域平凡少年，得天地血晶洗伐，用秘术融合龙血炼体，以符文术镇龙脉为己用，开启一段不平凡的血色杀戮之道。
（林冷老大力荐，大家都懂的。）
龙脉武神是作者""那边般若""倾力创作的玄幻小说,在恒言中文网首发,提供最新章节无弹窗广告阅读,请支持原创正版。
粤ICP备20022615号-1
桂B2-20130025
提供都市小说、言情小说等好看的小说在线阅读，最新小说免费下载
Copyright©2014 www.hengyan.com All Rights Reserved
",暂无,玄幻
61,凌武九重天,50045,"亲人之仇岂能不报？心爱之人为何不得？被迫走上修炼道路，少年凌峰努力去寻找那强者之途。冷言冷语全部蔑视，挑衅挑战皆都不惧。看天才少年如何登上灵力巅峰，凌武于九重天阁之上？
灵力等级分为：天尊、神尊、圣尊、人尊、灵尊、皇尊、帝尊、王爵、公爵、侯爵、伯爵、勋爵、次爵、微爵
五大陆分别为：月灵大陆、飓风大陆、星辰大陆、云朦大陆、泰炎大陆
九重天阁分别为：及天阁、中天...
凌武九重天是作者""公子若鸿""倾力创作的玄幻小说,在恒言中文网首发,提供最新章节无弹窗广告阅读,请支持原创正版。
粤ICP备20022615号-1
桂B2-20130025
提供都市小说、言情小说等好看的小说在线阅读，最新小说免费下载
Copyright©2014 www.hengyan.com All Rights Reserved
","暧昧,争霸,热血,奇遇,斗气,魔法",玄幻
62,神级武修,49301,"天道不尽，我欲成仙。
一念成仙，一念求魔。
斗众族，战神魔，与天平，与地齐，这是一个风云汹涌的大争之世！
大道命盘，翻转乾坤，陈扬若一条过江之鲫，在汹涌的浪潮中逆行！
任你是如星辰般耀眼的天才，还是万道为首的枭雄霸主；任你是绝代丰姿的圣女，还是风华妖娆的魔女；都将臣服在我的脚下！
在这万里苍茫、无穷无尽的大世界之中，将是热血澎湃高昂的...
神级武修是作者""孙小笔""倾力创作的玄幻小说,在恒言中文网首发,提供最新章节无弹窗广告阅读,请支持原创正版。
粤ICP备20022615号-1
桂B2-20130025
提供都市小说、言情小说等好看的小说在线阅读，最新小说免费下载
Copyright©2014 www.hengyan.com All Rights Reserved
","重生,废材,扮猪吃老虎,爽文",玄幻
63,混沌修罗传说,43385,"奥西大陆，全民修武
强即尊，生存法则恒古不变
天意作弄，天生万年极品废材
巧遇，修罗传承，惊喜?混沌之体
拿起手中的剑，守护心中的人
崛起吧!!!  陆尘!
混沌修罗传说是作者""花花兔子""倾力创作的玄幻小说,在恒言中文网首发,提供最新章节无弹窗广告阅读,请支持原创正版。
粤ICP备20022615号-1
桂B2-20130025
提供都市小说、言情小说等好看的小说在线阅读，最新小说免费下载
Copyright©2014 www.hengyan.com All Rights Reserved
","奇遇,YY,扮猪吃老虎,神兽,穿越",玄幻
64,卧绝巅峰,40140,"一世轮回，三生醉死，扭转乾坤，踏破天下，此来卧绝之魂也。
修炼一途，唯一上心，悟化生死，看破红尘，此来卧绝之心也。
魂为碎，心未全，只乃一世轮回，再世为人！若巅峰未来之时，命运又何来完整之日！
非卧绝巅，持神兵，藐视苍生，无法无天！
卧绝巅峰是作者""乱世红尘""倾力创作的玄幻小说,在恒言中文网首发,提供最新章节无弹窗广告阅读,请支持原创正版。
粤ICP备20022615号-1
桂B2-20130025
提供都市小说、言情小说等好看的小说在线阅读，最新小说免费下载
Copyright©2014 www.hengyan.com All Rights Reserved
","争霸,热血,奇遇,YY,励志,复仇",玄幻
65,风流掌控者,40067,"天若压我，便捅破这天。
地若困我，就踏破这地。
当恩怨蔓延，谁来力挽狂澜。
当荣光不在，我自为爱成神！
让我们随主人公宁无缺一起，踏平人幻两界，纵意花丛之中！
风流掌控者是作者""贪吃的蜗牛""倾力创作的玄幻小说,在恒言中文网首发,提供最新章节无弹窗广告阅读,请支持原创正版。
粤ICP备20022615号-1
桂B2-20130025
提供都市小说、言情小说等好看的小说在线阅读，最新小说免费下载
Copyright©2014 www.hengyan.com All Rights Reserved
","暧昧,热血,扮猪吃老虎",玄幻
66,云陆纵横,38356,"一个玩世不恭寂寂无名的少年，却被强加上救世的命运。在善与恶的洪流中，他该如何自善其身？在是与非的挣扎中，他怎样端正原本单纯的心？
且看一位平凡的少年，在大世界的背景下演绎不平凡的人生！
云陆纵横是作者""白衣三藏""倾力创作的玄幻小说,在恒言中文网首发,提供最新章节无弹窗广告阅读,请支持原创正版。
粤ICP备20022615号-1
桂B2-20130025
提供都市小说、言情小说等好看的小说在线阅读，最新小说免费下载
Copyright©2014 www.hengyan.com All Rights Reserved
",暂无,玄幻
67,不死魔帝,36910,"他，出生在魔帝战死之地。
他，出生就为自己的家庭带来福气。
十三年如一日的努力，造就了自己的天赋。
但是事与愿违。
心爱人的背叛，家族亲人被暗杀。
我本仁善，天要亡我。我欲成魔。诸天灭道
魔帝战风带你走进强者的世界。
官方群号：313 565 222
不死魔帝是作者""断罪时空""倾力创作的玄幻小说,在恒言中文网首发,提供最新章节无弹窗广告阅读,请支持原创正版。
粤ICP备20022615号-1
桂B2-20130025
提供都市小说、言情小说等好看的小说在线阅读，最新小说免费下载
Copyright©2014 www.hengyan.com All Rights Reserved
",暂无,玄幻
68,无尽战气,36593,"神秘的天界，诡异的异族，高傲的炼金术师。看林辰如何屹立于世界之巅。等级：战气，战灵，战兵，战师，战将，战帅，战王，战皇。。。。。。
无尽战气是作者""可可颗粒""倾力创作的玄幻小说,在恒言中文网首发,提供最新章节无弹窗广告阅读,请支持原创正版。
粤ICP备20022615号-1
桂B2-20130025
提供都市小说、言情小说等好看的小说在线阅读，最新小说免费下载
Copyright©2014 www.hengyan.com All Rights Reserved
",暂无,玄幻
69,皇者在世,35856,"主角无意间在一山洞中拾到一块破旧的玉佩，却是自己先祖留下来的，里面封印着一头因为渡劫而受伤的天地所孕的上古神兽“龙须虎”。
在一次战斗中主角黄明东无意间激活了逆天体质后，被那头虎以三寸不烂之舌，收其为徒，并传授先祖留下的无上功法《极道皇决》，从此纵横天下，突破天地桎梏……
皇者在世是作者""落叶归根""倾力创作的玄幻小说,在恒言中文网首发,提供最新章节无弹窗广告阅读,请支持原创正版。
粤ICP备20022615号-1
桂B2-20130025
提供都市小说、言情小说等好看的小说在线阅读，最新小说免费下载
Copyright©2014 www.hengyan.com All Rights Reserved
",暂无,玄幻
70,魔道乱乾坤,29097,"六道轮回，鸿蒙开辟以来，生成地狱黄泉，其中有幽冥血海！在幽冥血海中，天生孕育了一个胎盘，后成为冥河教祖，有大神通，成阿修罗一族。谓，阿修罗魔王。以杀入道，杀天、杀地、杀众生——以众生之陨成天地之大道。天要灭我，那我便破了这个天！————一念入轮回，看我如何浴血而归。
佛本是道，魔道本一家，玉清不耻封神大战算计众圣，我阿修罗进入轮回他日必将血洗而归……
魔道乱乾坤是作者""韩洛""倾力创作的玄幻小说,在恒言中文网首发,提供最新章节无弹窗广告阅读,请支持原创正版。
粤ICP备20022615号-1
桂B2-20130025
提供都市小说、言情小说等好看的小说在线阅读，最新小说免费下载
Copyright©2014 www.hengyan.com All Rights Reserved
","重生,搞笑,扮猪吃老虎,斗智,帝王,权谋",玄幻
71,逆天魂帝,27676,"魂之大陆，位于第五位面。在这个属于人类的世界中，还生活着一些神秘的种族，面对着其他位面的侵袭，人类不断的修炼着自身魂魄的力量，以此保卫自己的家园。
这是一个以灵魂祭奠武力的世界，通过灵魂来激发体内的潜能，一次一次的突破，以此发挥出自身最强大的力量，而这种力量被人们称为魂之力…
逆天魂帝是作者""小不点""倾力创作的玄幻小说,在恒言中文网首发,提供最新章节无弹窗广告阅读,请支持原创正版。
粤ICP备20022615号-1
桂B2-20130025
提供都市小说、言情小说等好看的小说在线阅读，最新小说免费下载
Copyright©2014 www.hengyan.com All Rights Reserved
","争霸,热血,奇遇,技术流,激情,爽文",玄幻
72,傲世人王,25362,"【浮屠、本命神塔、镇压天下妖邪！】
【九州、神农巨鼎、集聚五行神韵！】
【苍生、屠尽万物、狂战天道浮沉！】
【人王、巅峰存在、长存万载历史！】
穿越异世的浮屠本为废材、却身怀异法、华夏底蕴、博大精深；
且看如何扮猪吃虎、敛财无尽、钓美无数、
灭世之后、人王再生、悲歌一曲、荡气回肠……
傲世人王是作者""本命庸才""倾力创作的玄幻小说,在恒言中文网首发,提供最新章节无弹窗广告阅读,请支持原创正版。
粤ICP备20022615号-1
桂B2-20130025
提供都市小说、言情小说等好看的小说在线阅读，最新小说免费下载
Copyright©2014 www.hengyan.com All Rights Reserved
","纨绔,热血,奇遇,扮猪吃老虎,护短,爽文",玄幻
73,五行四象,22605,"修五行，炼四象，报家仇，除魔道，得永生
五行四象是作者""孙家小子""倾力创作的玄幻小说,在恒言中文网首发,提供最新章节无弹窗广告阅读,请支持原创正版。
粤ICP备20022615号-1
桂B2-20130025
提供都市小说、言情小说等好看的小说在线阅读，最新小说免费下载
Copyright©2014 www.hengyan.com All Rights Reserved
",暂无,玄幻
74,武神天下,21508,"身负绝世血脉！
遭天嫉！遭人嫉！
这是他的命！他唯有逆天而行…
身陷宗门坑害，惨遭‘炮烙之刑’身负兄弟情仇。
是不幸，也是幸。
逆天改命，唯武独尊，才能武神天下…
武神天下是作者""九天腾龙""倾力创作的玄幻小说,在恒言中文网首发,提供最新章节无弹窗广告阅读,请支持原创正版。
粤ICP备20022615号-1
桂B2-20130025
提供都市小说、言情小说等好看的小说在线阅读，最新小说免费下载
Copyright©2014 www.hengyan.com All Rights Reserved
","热血,张扬,爽文",玄幻
